rho_active,cross_scale,rho_cross,theta_raw,theta_bin,safe_raw,safe_bin,delta_theta,delta_safe,raw_over_one,rect_over_one
0.35,0.25,0.1789727632909544,0.34464653146820573,0.27679047440859866,1.0,1.0,-0.06785605705960707,0.0,False,False
0.35,0.3,0.21476731594914528,0.4137623023796577,0.3364039786530279,1.0,1.0,-0.07735832372662982,0.0,False,False
0.35,0.35,0.25056186860733615,0.4829896624122583,0.3819261705641666,1.0,1.0,-0.10106349184809171,0.0,False,False
0.35,0.4,0.2863564212655271,0.5522010397314808,0.4443575014230645,1.0,1.0,-0.10784353830841631,0.0,False,False
0.35,0.45,0.32215097392371794,0.6217611383566215,0.5009610838524433,1.0,1.0,-0.12080005450417819,0.0,False,False
0.35,0.5,0.3579455265819088,0.7026845171208893,0.5576481013308096,1.0,1.0,-0.14503641579007975,0.0,False,False
0.35,0.55,0.39374007924009974,0.7723311948477213,0.6216676681634373,1.0,1.0,-0.15066352668428395,0.0,False,False
0.35,0.6,0.42953463189829055,0.8418572625906888,0.6748501660571674,1.0,1.0,-0.16700709653352142,0.0,False,False
0.35,0.65,0.4653291845564815,0.9111350253130833,0.7306077577687965,1.0,1.0,-0.18052726754428683,0.0,False,False
0.35,0.7,0.5011237372146723,0.980312377160088,0.796132940732064,1.0,1.0,-0.18417943642802403,0.0,False,False
0.35,0.75,0.5369182898728633,1.0494373739978335,0.8541087396810587,0.0,1.0,-0.19532863431677483,1.0,True,False
0.35,0.8,0.5727128425310541,1.1186371690971109,0.9146964041842072,0.0,1.0,-0.2039407649129037,1.0,True,False
0.35,0.85,0.608507395189245,1.1875814356275898,0.9769381976360826,0.0,1.0,-0.2106432379915072,1.0,True,False
0.35,0.9,0.6443019478474359,1.256444711866805,1.0494178438644566,0.0,0.0,-0.20702686800234837,0.0,True,True
0.35,0.95,0.6800965005056268,1.3252719612577624,1.1261547354517496,0.0,0.0,-0.19911722580601277,0.0,True,True
0.4,0.2,0.14832396974191328,0.26644571863838007,0.21815399256991375,1.0,1.0,-0.04829172606846632,0.0,False,False
0.4,0.25,0.18540496217739158,0.3330346180475625,0.2703853819435684,1.0,1.0,-0.06264923610399409,0.0,False,False
0.4,0.3,0.22248595461286988,0.3996563390147389,0.3205743431535413,1.0,1.0,-0.07908199586119763,0.0,False,False
0.4,0.35,0.2595669470483482,0.4665934707333677,0.3789816750202018,1.0,1.0,-0.08761179571316591,0.0,False,False
0.4,0.4,0.29664793948382656,0.5335414872849619,0.43300808819633296,1.0,1.0,-0.1005333990886289,0.0,False,False
0.4,0.45,0.33372893191930486,0.6005686606935433,0.48958847006724787,1.0,1.0,-0.11098019062629544,0.0,False,False
0.4,0.5,0.37080992435478316,0.6675924656423269,0.5391859783689471,1.0,1.0,-0.12840648727337978,0.0,False,False
0.4,0.55,0.4078909167902615,0.7454327825078776,0.6031158114368468,1.0,1.0,-0.1423169710710308,0.0,False,False
0.4,0.6,0.44497190922573976,0.8125589418421068,0.6594838819281095,1.0,1.0,-0.15307505991399728,0.0,False,False
0.4,0.65,0.4820529016612181,0.8795397722083117,0.7202193196656982,1.0,1.0,-0.1593204525426135,0.0,False,False
0.4,0.7,0.5191338940966964,0.9465176543095056,0.7820723612674644,1.0,1.0,-0.16444529304204125,0.0,False,False
0.4,0.75,0.5562148865321748,1.013228065130727,0.8413247396585035,0.0,1.0,-0.17190332547222353,1.0,True,False
0.4,0.8,0.5932958789676531,1.0799747688763335,0.9041532863874054,0.0,1.0,-0.17582148248892804,1.0,True,False
0.4,0.85,0.6303768714031314,1.146563168747693,0.961615036497932,0.0,1.0,-0.18494813224976092,1.0,True,False
0.4,0.9,0.6674578638386097,1.2130374730573124,1.030962990209695,0.0,0.0,-0.1820744828476173,0.0,True,True
0.4,0.95,0.704538856274088,1.279485046645737,1.1087737623047917,0.0,0.0,-0.1707112843409453,0.0,True,True
