seed,c_value,log10_c,split,rectifier,raw_j,rect_j,delta_j,raw_tpr,rect_tpr,delta_tpr,raw_tnr,rect_tnr,delta_tnr,raw_nonzero,rect_nonzero
77,5.456725485601473,0.7369321060486276,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,27,9
77,6.72093005015611,0.8274293753904685,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,27,9
77,6.7965780907581514,0.832290311184182,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,27,9
77,7.128188058401357,0.85297914889198,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,27,9
77,8.241925264876443,0.9160286721639492,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,28,30
77,8.287522363768153,0.9184247133522563,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,29,30
77,8.471801418819974,0.9279757672456204,legacy67,minmax,0.6638095238095238,0.8380952380952382,0.17428571428571438,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.6904761904761905,0.9047619047619048,0.2142857142857143,28,30
77,11.044350847124681,1.0431401944675898,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,29,30
77,12.130221181165155,1.083868719818244,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,29,30
77,12.164139351417056,1.085081386743783,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,29,30
77,12.273800987852958,1.0889790771866297,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,29,30
77,12.604664585649452,1.1005312934444582,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,29,30
77,13.826232179369853,1.1407038455720544,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,30,30
77,16.172900811143133,1.2087879230161587,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,30,30
77,17.123375973163967,1.2335893924658445,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,30,30
77,18.274508859816006,1.2618457138193366,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,30,30
77,20.65142557895924,1.3149500366077174,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,30,30
77,21.36832907235874,1.329770563201687,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,30,30
77,28.340904295147727,1.452413703502374,legacy67,minmax,0.6876190476190476,0.8380952380952382,0.15047619047619065,0.9733333333333334,0.9333333333333333,-0.040000000000000036,0.7142857142857143,0.9047619047619048,0.19047619047619047,30,31
