c_value,log10_c,mean_delta_j,std_delta_j,median_delta_j,p05_delta_j,p95_delta_j,positive_fraction,mean_delta_tpr,mean_delta_tnr,mean_raw_nonzero,mean_rect_nonzero,seed_2345_delta_j
0.6672367170464204,-0.1757200631318562,0.12399811409712398,0.064388421629554,0.1247619047619048,0.0133333333333334,0.2304761904761902,0.9603960396039604,6.045768945978575e-18,0.12399811409712397,21.128712871287128,8.801980198019802,0.2199999999999999
0.7742116473996242,-0.1111402993522028,0.12991984912776988,0.0612259141149816,0.1295238095238093,0.0104761904761905,0.2247619047619047,0.9702970297029703,0.00026402640264027165,0.12965582272512963,22.059405940594058,8.801980198019802,0.196190476190476
0.9444574254983557,-0.024817614542437,0.13568128241395563,0.0629072764511565,0.1295238095238093,0.0266666666666666,0.2304761904761902,0.9702970297029703,-0.0031683168316831633,0.1388495992456388,23.475247524752476,8.782178217821782,0.2199999999999997
0.9565499215943818,-0.0192923595549192,0.13667138142385662,0.06257782438318625,0.1352380952380953,0.0266666666666666,0.2304761904761902,0.9801980198019802,-0.003828382838283823,0.14049976426214048,23.584158415841586,8.782178217821782,0.2199999999999997
1.1400863701127315,0.0569377536544464,0.13815181518151812,0.0664531030698583,0.1400000000000001,0.0238095238095237,0.2409523809523812,0.9801980198019802,-0.008712871287128703,0.14686468646864684,24.693069306930692,8.801980198019802,0.2199999999999997
1.2030178871154662,0.0802720847112432,0.13689768976897684,0.0654862369387363,0.1399999999999999,0.0238095238095237,0.2409523809523812,0.9801980198019802,-0.00831683168316831,0.1452145214521452,25.07920792079208,8.782178217821782,0.2199999999999997
1.2329098365270508,0.0909313175279762,0.13692597831211686,0.06498363738764659,0.1399999999999999,0.0238095238095237,0.2409523809523812,0.9801980198019802,-0.008052805280528047,0.14497878359264496,25.178217821782177,8.782178217821782,0.2199999999999997
1.2561043700013554,0.0990257265289513,0.13750117868929745,0.06501517024927626,0.1399999999999999,0.0238095238095239,0.2409523809523812,0.9801980198019802,-0.008184818481848178,0.14568599717114566,25.277227722772277,8.782178217821782,0.2199999999999997
1.4817820606039076,0.1707843326329938,0.13428571428571426,0.06515719697362922,0.1399999999999996,0.0238095238095237,0.2304761904761905,0.9801980198019802,-0.00739273927392739,0.14167845355964165,26.03960396039604,8.782178217821782,0.2199999999999997
1.5375920235481748,0.1868411173731186,0.13415370108439412,0.06575320168650857,0.1399999999999996,0.0180952380952381,0.2304761904761905,0.9900990099009901,-0.007524752475247523,0.14167845355964165,26.14851485148515,8.782178217821782,0.196190476190476
1.7583640270008505,0.2451087902779849,0.13532296086751527,0.06658567856340258,0.142857142857143,0.0180952380952381,0.2304761904761905,0.9900990099009901,-0.005412541254125409,0.1407355021216407,26.900990099009903,8.792079207920793,0.1485714285714285
2.34238498471129,0.3696582754481698,0.135068363979255,0.06503282213903197,0.142857142857143,0.0180952380952381,0.2304761904761905,0.9900990099009901,-0.004488448844884487,0.1395568128241395,28.14851485148515,8.841584158415841,0.1485714285714285
2.4637685958997446,0.3915999152443405,0.13687883074021684,0.0660952543998719,0.142857142857143,0.0238095238095239,0.2409523809523808,0.9900990099009901,-0.004092409240924093,0.14097123998114094,28.297029702970296,8.851485148514852,0.1485714285714285
2.4810409748678097,0.3946339367881464,0.13627534181989623,0.06601986906447725,0.142857142857143,0.0238095238095239,0.2409523809523808,0.9900990099009901,-0.004224422442244225,0.14049976426214048,28.326732673267326,8.841584158415841,0.1485714285714285
2.5378155082656626,0.4044600469728351,0.13651107967939646,0.06650296598541036,0.142857142857143,0.0238095238095239,0.2409523809523808,0.9900990099009901,-0.004224422442244225,0.1407355021216407,28.405940594059405,8.851485148514852,0.1485714285714285
